"地方","振(cid:11206)局","地(cid:8556)(cid:9234)号","(cid:12411)(cid:8196)所名","よみがな","ローマ字(cid:12210)(cid:12464)","所在地"
"東北","宮城","34026","(cid:7868)仙(cid:7967)","けせんぬま","KESENNUMA","(cid:7868)仙(cid:7967)市古(cid:9195)"
"東北","宮城","34096","川(cid:8187)","かわたび","KAWATABI","大崎市(cid:15110)子(cid:8194)(cid:7976)字(cid:11655)(cid:9187)"
"東北","宮城","34111","(cid:10255)(cid:14603)","つきだて","TSUKIDATE","(cid:7209)原市(cid:10255)(cid:14603)左(cid:12938)下"
"東北","宮城","34171","(cid:10367)山","よねやま","YONEYAMA","(cid:9423)(cid:10367)市(cid:10367)山(cid:9195)(cid:12377)(cid:13597)字(cid:9431)場"
"東北","宮城","34186","志(cid:8032)川","しづがわ","SHIZUGAWA","本吉(cid:13446)南三(cid:14179)(cid:9195)志(cid:8032)川字城場"
"東北","宮城","34216","古川","ふるかわ","FURUKAWA","大崎市古川大崎字富国"
"東北","宮城","34266","大(cid:12206)","おおひら","OHIRA","(cid:15342)川(cid:13446)大(cid:12206)村松の平"
"東北","宮城","34276","(cid:15285)島台","かしまだい","KASHIMADAI","大崎市(cid:15285)島台広(cid:14039)字内の(cid:8070)"
"東北","宮城","34292","(cid:9660)巻","いしのまき","ISHINOMAKI","(cid:9660)巻市(cid:7976)(cid:9195)　(cid:9660)巻(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","宮城","34311","新川","にっかわ","NIKKAWA","仙台市(cid:14327)(cid:11557)区新川字(cid:8171)(cid:7880)尻"
"東北","宮城","34331","塩(cid:13609)","しおがま","SHIOGAMA","塩(cid:10084)市伊保(cid:9660)"
"東北","宮城","34361","(cid:7908)ノ島","えのしま","ENOSHIMA","(cid:8763)(cid:15285)(cid:13446)女川(cid:9195)(cid:7908)島字(cid:11432)(cid:11821)"
"東北","宮城","34392","仙台","せんだい","SENDAI","仙台市宮城(cid:13597)区五(cid:13167)　仙台(cid:10230)区(cid:7868)(cid:12767)台"
"東北","宮城","34461","(cid:9425)(cid:9660)","しろいし","SHIROISHI","(cid:9425)(cid:9660)市(cid:9887)岡(cid:14039)(cid:12228)字(cid:8238)(cid:7818)山"
"東北","宮城","34462","(cid:11702)(cid:8932)","ざおう","ZAO","刈(cid:9187)(cid:13446)(cid:11702)(cid:8932)(cid:9195)大字平(cid:7953)字内屋敷"
"東北","宮城","34471","亘(cid:9006)","わたり","WATARI","亘(cid:9006)(cid:13446)亘(cid:9006)(cid:9195)字(cid:7964)(cid:9187)"
"東北","宮城","34506","丸(cid:7363)","まるもり","MARUMORI","伊具(cid:13446)丸(cid:7363)(cid:9195)(cid:11219)(cid:9646)(cid:14059)(cid:11219)山字新(cid:12860)中"
"東北","山形","35002","(cid:14549)島","とびしま","TOBISHIMA","(cid:13511)(cid:9187)市(cid:14549)島字勝(cid:8070)乙"
"東北","山形","35052","(cid:13511)(cid:9187)","さかた","SAKATA","(cid:13511)(cid:9187)市亀ケ崎　(cid:13511)(cid:9187)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","山形","35071","差(cid:14643)(cid:13856)","さすなべ","SASUNABE","最上(cid:13446)(cid:9535)室川(cid:9195)差(cid:14643)(cid:13856)"
"東北","山形","35116","(cid:13600)山","かねやま","KANEYAMA","最上(cid:13446)(cid:13600)山(cid:9195)(cid:13600)山字本(cid:9195)"
"東北","山形","35141","(cid:15215)岡","つるおか","TSURUOKA","(cid:15215)岡市(cid:13834)(cid:9195)"
"東北","山形","35146","(cid:8833)川","かりかわ","KARIKAWA","東(cid:9187)川(cid:13446)庄内(cid:9195)(cid:8833)川字(cid:9646)倉"
"東北","山形","35162","新庄","しんじょう","SHINJO","新庄市東(cid:12738)地(cid:9187)(cid:9195)　新庄(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","山形","35176","向(cid:9195)","むかいまち","MUKAIMACHI","最上(cid:13446)最上(cid:9195)向(cid:9195)"
"東北","山形","35216","(cid:10973)折","ひじおり","HIJIORI","最上(cid:13446)大(cid:11702)村南山"
"東北","山形","35231","尾(cid:11324)(cid:7953)","おばなざわ","OBANAZAWA","尾(cid:11324)(cid:7953)市新(cid:9195)"
"東北","山形","35246","(cid:15393)ケ(cid:14069)","ねずがせき","NEZUGASEKI","(cid:15215)岡市(cid:15393)ケ(cid:14069)字(cid:7571)(cid:12976)"
"東北","山形","35332","村山","むらやま","MURAYAMA","村山市大字大久保字寄(cid:13240)"
"東北","山形","35361","大井(cid:7953)","おおいさわ","OISAWA","(cid:12377)村山(cid:13446)(cid:12377)川(cid:9195)大井(cid:7953)字中村"
"東北","山形","35376","左(cid:7953)","あてらざわ","ATERAZAWA","(cid:12377)村山(cid:13446)大(cid:7908)(cid:9195)本(cid:13459)字下夕原己"
"東北","山形","35426","山形","やまがた","YAMAGATA","山形市(cid:10611)(cid:9195)　山形地方(cid:7868)(cid:12767)台"
"東北","山形","35456","(cid:14039)井","ながい","NAGAI","(cid:14039)井市平山"
"東北","山形","35486","小国","おぐに","OGUNI","(cid:12377)(cid:10792)(cid:12855)(cid:13446)小国(cid:9195)増岡字下林"
"東北","山形","35511","(cid:14807)(cid:9226)","たかはた","TAKAHATA","東(cid:10792)(cid:12855)(cid:13446)(cid:14807)(cid:9226)(cid:9195)安久(cid:8032)字加(cid:11377)川原"
"東北","山形","35541","(cid:14807)峰","たかみね","TAKAMINE","(cid:12377)(cid:10792)(cid:12855)(cid:13446)(cid:14564)(cid:12751)(cid:9195)(cid:14807)峰"
"東北","山形","35552","(cid:10367)(cid:7953)","よねざわ","YONEZAWA","(cid:10367)(cid:7953)市アルカディア"
"東北","(cid:9887)島","36056","(cid:11377)庭","もにわ","MONIWA","(cid:9887)島市(cid:14564)坂(cid:9195)(cid:11377)庭字(cid:8293)(cid:8298)(cid:13352)"
"東北","(cid:9887)島","36066","(cid:7281)川","やながわ","YANAGAWA","伊(cid:13353)市(cid:7281)川(cid:9195)(cid:10390)(cid:13597)字作(cid:9187)"
"東北","(cid:9887)島","36106","(cid:7264)原","ひばら","HIBARA","(cid:10920)(cid:15326)(cid:13446)北塩原村(cid:7264)原字墓下"
"東北","(cid:9887)島","36126","(cid:9887)島","ふくしま","FUKUSHIMA","(cid:9887)島市松木(cid:9195)　(cid:9887)島地方(cid:7868)(cid:12767)台"
"東北","(cid:9887)島","36151","(cid:9510)(cid:14655)","そうま","SOMA","(cid:9510)(cid:14655)市成(cid:9187)字五(cid:13435)右エ(cid:14043)(cid:7595)"
"東北","(cid:9887)島","36176","喜多方","きたかた","KITAKATA","喜多方市字押切"
"東北","(cid:9887)島","36196","(cid:15254)倉","わしくら","WASHIKURA","(cid:9887)島市土(cid:8238)(cid:8194)(cid:7976)(cid:9195)字(cid:15254)倉山国有林"
"東北","(cid:9887)島","36221","(cid:14564)(cid:11219)","いいたて","IITATE","(cid:9510)(cid:14655)(cid:13446)(cid:14564)(cid:11219)村(cid:14564)(cid:7549)字(cid:10143)(cid:9660)"
"東北","(cid:9887)島","36251","(cid:12377)会(cid:8032)","にしあいづ","NISHIAIZU","(cid:10920)(cid:15326)(cid:13446)(cid:12377)会(cid:8032)(cid:9195)尾(cid:13597)本字(cid:7549)ノ口原乙"
"東北","(cid:9887)島","36276","(cid:8870)(cid:11345)代","いなわしろ","INAWASHIRO","(cid:10920)(cid:15326)(cid:13446)(cid:8870)(cid:11345)代(cid:9195)大字千代(cid:9187)字中島"
"東北","(cid:9887)島","36291","二本松","にほんまつ","NIHOMMATSU","二本松市(cid:13600)(cid:11277)久保"
"東北","(cid:9887)島","36342","(cid:13600)山","かねやま","KANEYAMA","大(cid:7967)(cid:13446)(cid:13600)山(cid:9195)大字中川字(cid:7944)(cid:7231)原"
"東北","(cid:9887)島","36361","(cid:11357)松","わかまつ","WAKAMATSU","会(cid:8032)(cid:11357)松市材木(cid:9195)　(cid:11357)松(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","(cid:9887)島","36391","(cid:11242)引","ふねひき","FUNEHIKI","(cid:9187)村市(cid:11242)引(cid:9195)(cid:11242)引字新房(cid:14164)"
"東北","(cid:9887)島","36411","(cid:8073)(cid:7908)","なみえ","NAMIE","双(cid:11557)(cid:13446)(cid:8073)(cid:7908)(cid:9195)川(cid:8167)字北上の原"
"東北","(cid:9887)島","36426","只(cid:12386)","ただみ","TADAMI","南会(cid:8032)(cid:13446)只(cid:12386)(cid:9195)只(cid:12386)字原"
"東北","(cid:9887)島","36476","(cid:13446)山","こおりやま","KOORIYAMA","(cid:13446)山市安(cid:10010)(cid:9195)成(cid:9187)字東丸山"
"東北","(cid:9887)島","36501","川内","かわうち","KAWAUCHI","双(cid:11557)(cid:13446)川内村上川内字小山平"
"東北","(cid:9887)島","36536","南(cid:13459)","なんごう","NANGO","南会(cid:8032)(cid:13446)南会(cid:8032)(cid:9195)(cid:9210)字(cid:7309)木平"
"東北","(cid:9887)島","36562","(cid:8238)本","ゆもと","YUMOTO","岩(cid:8489)(cid:13446)天(cid:7204)村(cid:9187)(cid:11275)尾字持(cid:9660)"
"東北","(cid:9887)島","36591","小(cid:13597)新(cid:9195)","おのにいまち","ONONIIMACHI","(cid:9187)村(cid:13446)小(cid:13597)(cid:9195)小(cid:13597)新(cid:9195)字(cid:11219)廻"
"東北","(cid:9887)島","36611","広(cid:13597)","ひろの","HIRONO","双(cid:11557)(cid:13446)広(cid:13597)(cid:9195)下北(cid:13269)字大(cid:12738)地原"
"東北","(cid:9887)島","36641","(cid:9187)島","たじま","TAJIMA","南会(cid:8032)(cid:13446)南会(cid:8032)(cid:9195)(cid:9187)島字東下原"
"東北","(cid:9887)島","36667","(cid:9425)(cid:7961)","しらかわ","SHIRAKAWA","(cid:9425)(cid:7961)市(cid:13452)内　(cid:9425)(cid:7961)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"東北","(cid:9887)島","36676","(cid:9660)川","いしかわ","ISHIKAWA","(cid:9660)川(cid:13446)(cid:9660)川(cid:9195)双(cid:13595)字本宮"
"東北","(cid:9887)島","36716","(cid:7264)枝岐","ひのえまた","HINOEMATA","南会(cid:8032)(cid:13446)(cid:7635)枝岐村字上(cid:7961)原"
"東北","(cid:9887)島","36821","東(cid:9425)川","ひがししらかわ","HIGASHISHIRAKAWA","東(cid:9425)川(cid:13446)塙(cid:9195)大字上(cid:9660)井字新(cid:9187)"
"東北","(cid:9887)島","36836","山(cid:9187)","やまだ","YAMADA","いわき市山(cid:9187)(cid:9195)大(cid:12738)"
"東北","(cid:9887)島","36846","小名(cid:8062)","おなはま","ONAHAMA","いわき市小名(cid:8062)字(cid:11242)引場　小名(cid:8062)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:14069)東","(cid:11400)城","40046","北(cid:11400)城","きたいばらき","KITAIBARAKI","北(cid:11400)城市(cid:14069)南(cid:9195)(cid:14069)本下"
"(cid:14069)東","(cid:11400)城","40061","大子","だいご","DAIGO","久慈(cid:13446)大子(cid:9195)大子"
"(cid:14069)東","(cid:11400)城","40091","常(cid:14179)大宮","ひたちおおみや","HITACHIOMIYA","常(cid:14179)大宮市上小(cid:8489)"
"(cid:14069)東","(cid:11400)城","40136","日(cid:10087)","ひたち","HITACHI","日(cid:10087)市会(cid:8489)(cid:9195)"
"(cid:14069)東","(cid:11400)城","40191","(cid:10143)(cid:14059)","かさま","KASAMA","(cid:10143)(cid:14059)市(cid:10237)(cid:9187)"
"(cid:14069)東","(cid:11400)城","40201","(cid:7880)戸","みと","MITO","(cid:7880)戸市(cid:13600)(cid:9195)　(cid:7880)戸地方(cid:7868)(cid:12767)台"
"(cid:14069)東","(cid:11400)城","40221","古(cid:7961)","こが","KOGA","古(cid:7961)市北(cid:9195)"
"(cid:14069)東","(cid:11400)城","40231","下(cid:14603)","しもだて","SHIMODATE","(cid:10179)(cid:12377)市(cid:12377)(cid:9660)(cid:9187)"
"(cid:14069)東","(cid:11400)城","40281","下妻","しもつま","SHIMOTSUMA","下妻市二本(cid:10454)"
"(cid:14069)東","(cid:11400)城","40311","(cid:13725)(cid:9187)","ほこた","HOKOTA","(cid:13725)(cid:9187)市安房"
"(cid:14069)東","(cid:11400)城","40336","つくば","つくば","TSUKUBA","つくば市(cid:14039)峰　(cid:14807)層(cid:7868)(cid:12767)台"
"(cid:14069)東","(cid:11400)城","40341","土(cid:8070)","つちうら","TSUCHIURA","土(cid:8070)市木(cid:9187)余東台"
"(cid:14069)東","(cid:11400)城","40406","(cid:15285)嶋","かしま","KASHIMA","(cid:15285)嶋市城山"
"(cid:14069)東","(cid:11400)城","40426","(cid:15455)ケ崎","りゅうがさき","RYUGASAKI","(cid:15455)ケ崎市大徳(cid:9195)"
"(cid:14069)東","(cid:7203)木","41011","(cid:13411)(cid:14450)(cid:14807)原","なすこうげん","NASU-KOGEN","(cid:13411)(cid:14450)(cid:13446)(cid:13411)(cid:14450)(cid:9195)大島"
"(cid:14069)東","(cid:7203)木","41076","五十(cid:13595)","いかり","IKARI","日光市五十(cid:13595)堀割"
"(cid:14069)東","(cid:7203)木","41091","(cid:15342)(cid:9790)","くろいそ","KUROISO","(cid:13411)(cid:14450)塩原市埼(cid:8930)"
"(cid:14069)東","(cid:7203)木","41116","土呂(cid:13450)","どろぶ","DOROBU","日光市土呂(cid:13450)"
"(cid:14069)東","(cid:7203)木","41141","大(cid:9187)原","おおたわら","OTAWARA","大(cid:9187)原市宇(cid:9187)川"
"(cid:14069)東","(cid:7203)木","41166","奥日光","おくにっこう","OKUNIKKO","日光市中宮(cid:9862)　日光(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:14069)東","(cid:7203)木","41171","今市","いまいち","IMAICHI","日光市(cid:8489)川"
"(cid:14069)東","(cid:7203)木","41181","塩(cid:12738)","しおや","SHIOYA","塩(cid:12738)(cid:13446)塩(cid:12738)(cid:9195)大字(cid:9187)所"
"(cid:14069)東","(cid:7203)木","41247","(cid:13411)(cid:14450)(cid:8562)山","なすからすやま","NASU-KARASUYAMA","(cid:13411)(cid:14450)(cid:8562)山市(cid:7363)(cid:9187)字小塙前"
"(cid:14069)東","(cid:7203)木","41271","(cid:15285)(cid:7967)","かぬま","KANUMA","(cid:15285)(cid:7967)市(cid:12386)(cid:13597)"
"(cid:14069)東","(cid:7203)木","41277","宇(cid:13460)宮","うつのみや","UTSUNOMIYA","宇(cid:13460)宮市明保(cid:13597)(cid:9195)　宇(cid:13460)宮地方(cid:7868)(cid:12767)台"
"(cid:14069)東","(cid:7203)木","41331","(cid:9535)岡","もおか","MOOKA","(cid:9535)岡市下(cid:10354)(cid:12738)"
"(cid:14069)東","(cid:7203)木","41361","佐(cid:13597)","さの","SANO","佐(cid:13597)市(cid:9187)(cid:7967)(cid:9195)"
"(cid:14069)東","(cid:7203)木","41376","小山","おやま","OYAMA","小山市出井"
"(cid:14069)東","(cid:10828)(cid:14655)","42046","(cid:11816)原","ふじわら","FUJIWARA","利(cid:7231)(cid:13446)みなかみ(cid:9195)(cid:11816)原字屋倉"
"(cid:14069)東","(cid:10828)(cid:14655)","42091","みなかみ","みなかみ","MINAKAMI","利(cid:7231)(cid:13446)みなかみ(cid:9195)幸(cid:9649)"
"(cid:14069)東","(cid:10828)(cid:14655)","42121","(cid:11425)(cid:8032)","くさつ","KUSATSU","吾妻(cid:13446)(cid:11425)(cid:8032)(cid:9195)(cid:11425)(cid:8032)"
"(cid:14069)東","(cid:10828)(cid:14655)","42146","(cid:7967)(cid:9187)","ぬまた","NUMATA","(cid:7967)(cid:9187)市井土上(cid:9195)"
"(cid:14069)東","(cid:10828)(cid:14655)","42186","中之条","なかのじょう","NAKANOJO","吾妻(cid:13446)中之条(cid:9195)伊勢(cid:9195)"
"(cid:14069)東","(cid:10828)(cid:14655)","42221","(cid:9187)代","たしろ","TASHIRO","吾妻(cid:13446)嬬恋村(cid:9187)代"
"(cid:14069)東","(cid:10828)(cid:14655)","42251","前(cid:7595)","まえばし","MAEBASHI","前(cid:7595)市昭和(cid:9195)　前(cid:7595)地方(cid:7868)(cid:12767)台"
"(cid:14069)東","(cid:10828)(cid:14655)","42266","(cid:7250)(cid:9173)","きりゅう","KIRYU","(cid:7250)(cid:9173)市元宿(cid:9195)"
"(cid:14069)東","(cid:10828)(cid:14655)","42286","上(cid:13595)(cid:12386)","かみさとみ","KAMISATOMI","(cid:14807)崎市上(cid:13595)(cid:12386)(cid:9195)"
"(cid:14069)東","(cid:10828)(cid:14655)","42302","伊勢崎","いせさき","ISESAKI","伊勢崎市宮子(cid:9195)"
"(cid:14069)東","(cid:10828)(cid:14655)","42326","(cid:12377)(cid:13597)(cid:8766)","にしのまき","NISHI-NOMAKI","(cid:9169)(cid:7462)(cid:13446)下仁(cid:9187)(cid:9195)(cid:12377)(cid:13597)(cid:8766)"
"(cid:14069)東","(cid:10828)(cid:14655)","42366","(cid:14603)林","たてばやし","TATEBAYASHI","(cid:14603)林市富士原"
"(cid:14069)東","(cid:10828)(cid:14655)","42396","(cid:9860)(cid:8054)","かんな","KANNA","多(cid:13597)(cid:13446)(cid:9860)(cid:8054)(cid:9195)大字(cid:15342)(cid:9187)字坂井(cid:13352)下"
"(cid:14069)東","埼(cid:8930)","43051","寄居","よりい","YORII","大(cid:13595)(cid:13446)寄居(cid:9195)大字折原"
"(cid:14069)東","埼(cid:8930)","43056","(cid:8643)(cid:12738)","くまがや","KUMAGAYA","(cid:8643)(cid:12738)市(cid:7260)(cid:9195)　(cid:8643)(cid:12738)地方(cid:7868)(cid:12767)台"
"(cid:14069)東","埼(cid:8930)","43126","久喜","くき","KUKI","久喜市六万(cid:13450)"
"(cid:14069)東","埼(cid:8930)","43156","(cid:9947)(cid:8727)","ちちぶ","CHICHIBU","(cid:9947)(cid:8727)市上(cid:9195)　(cid:9947)(cid:8727)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:14069)東","埼(cid:8930)","43171","(cid:15104)山","はとやま","HATOYAMA","(cid:7834)企(cid:13446)(cid:15104)山(cid:9195)大字(cid:12901)(cid:7967)"
"(cid:14069)東","埼(cid:8930)","43241","さいたま","さいたま","SAITAMA","さいたま市(cid:7260)区大字宿"
"(cid:14069)東","埼(cid:8930)","43256","(cid:12922)(cid:12738)","こしがや","KOSHIGAYA","(cid:12922)(cid:12738)市大字北後(cid:12738)"
"(cid:14069)東","埼(cid:8930)","43266","所(cid:7953)","ところざわ","TOKOROZAWA","所(cid:7953)市勝(cid:7462)寺"
"(cid:14069)東","東京","44046","小(cid:7961)内","おごうち","OGOCHI","(cid:12377)多摩(cid:13446)奥多摩(cid:9195)原"
"(cid:14069)東","東京","44056","(cid:14327)(cid:7285)","おうめ","OME","(cid:14327)(cid:7285)市新(cid:9195)"
"(cid:14069)東","東京","44071","(cid:10638)(cid:14655)","ねりま","NERIMA","(cid:10638)(cid:14655)区(cid:9660)(cid:9860)井台"
"(cid:14069)東","東京","44112","八(cid:8932)子","はちおうじ","HACHIOJI","八(cid:8932)子市元本(cid:13459)(cid:9195)"
"(cid:14069)東","東京","44116","府中","ふちゅう","FUCHU","府中市幸(cid:9195)"
"(cid:14069)東","東京","44132","東京","とうきょう","TOKYO","文京区(cid:9425)山　小(cid:9660)川(cid:7388)(cid:8768)園"
"(cid:14069)東","東京","44136","(cid:7908)戸川(cid:11179)(cid:8079)","えどがわりんかい","EDOGAWA-RINKAI","(cid:7908)戸川区(cid:11179)(cid:8079)(cid:9195)"
"(cid:14069)東","東京","44172","大島","おおしま","OSHIMA","大島(cid:9195)元(cid:9195)字家の上　大島(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:14069)東","東京","44226","三宅島","みやけじま","MIYAKEJIMA","三宅村(cid:9860)(cid:9556)　三宅島(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:14069)東","東京","44263","八丈島","はちじょうじま","HACHIJOJIMA","八丈島八丈(cid:9195)大(cid:12833)(cid:13459)　八丈島(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:14069)東","東京","44301","(cid:8727)島","ちちじま","CHICHIJIMA","小(cid:10143)原村(cid:8727)島字(cid:12377)(cid:9195)　(cid:8727)島(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:14069)東","千(cid:11557)","45061","我孫子","あびこ","ABIKO","我孫子市新木(cid:13597)"
"(cid:14069)東","千(cid:11557)","45081","(cid:14646)取","かとり","KATORI","(cid:14646)取市大(cid:7231)"
"(cid:14069)東","千(cid:11557)","45106","(cid:11242)(cid:7595)","ふなばし","FUNABASHI","(cid:11242)(cid:7595)市(cid:11782)円台"
"(cid:14069)東","千(cid:11557)","45116","佐倉","さくら","SAKURA","佐倉市(cid:12421)来字屋敷前"
"(cid:14069)東","千(cid:11557)","45147","(cid:13743)子","ちょうし","CHOSHI","(cid:13743)子市川口(cid:9195)　(cid:13743)子地方(cid:7868)(cid:12767)台"
"(cid:14069)東","千(cid:11557)","45181","(cid:7571)(cid:11306)光","よこしばひかり","YOKOSHIBAHIKARI","山(cid:7754)(cid:13446)(cid:7571)(cid:11306)光(cid:9195)(cid:7571)(cid:11306)"
"(cid:14069)東","千(cid:11557)","45212","千(cid:11557)","ちば","CHIBA","千(cid:11557)市中央区中央(cid:8199)　千(cid:11557)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:14069)東","千(cid:11557)","45261","(cid:11377)原","もばら","MOBARA","(cid:11377)原市(cid:14807)師"
"(cid:14069)東","千(cid:11557)","45282","木更(cid:8032)","きさらづ","KISARAZU","木更(cid:8032)市(cid:12595)(cid:12377)南"
"(cid:14069)東","千(cid:11557)","45291","(cid:8757)久","うしく","USHIKU","市原市(cid:10367)(cid:7953)"
"(cid:14069)東","千(cid:11557)","45326","坂(cid:9215)","さかはた","SAKAHATA","君(cid:8032)市坂(cid:9215)"
"(cid:14069)東","千(cid:11557)","45361","(cid:15134)川","かもがわ","KAMOGAWA","(cid:15134)川市(cid:7571)(cid:8181)"
"(cid:14069)東","千(cid:11557)","45371","勝(cid:8070)","かつうら","KATSUURA","勝(cid:8070)市墨名　勝(cid:8070)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:14069)東","千(cid:11557)","45401","(cid:14603)山","たてやま","TATEYAMA","(cid:14603)山市(cid:14039)(cid:14450)(cid:12833)　(cid:14603)山(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:14069)東","(cid:9860)奈川","46091","(cid:8079)(cid:10881)名","えびな","EBINA","(cid:8079)(cid:10881)名市中新(cid:9187)"
"(cid:14069)東","(cid:9860)奈川","46106","(cid:7571)(cid:8062)","よこはま","YOKOHAMA","(cid:7571)(cid:8062)市中区山手(cid:9195)　(cid:7571)(cid:8062)地方(cid:7868)(cid:12767)台"
"(cid:14069)東","(cid:9860)奈川","46141","(cid:13239)堂","つじどう","TSUJIDO","(cid:11816)(cid:7953)市(cid:13239)堂(cid:12377)(cid:8079)岸"
"(cid:14069)東","(cid:9860)奈川","46166","小(cid:9187)原","おだわら","ODAWARA","小(cid:9187)原市扇(cid:9195)"
"(cid:14069)東","(cid:9860)奈川","46211","三(cid:8070)","みうら","MIURA","三(cid:8070)市初声(cid:9195)下宮(cid:9187)"
"(cid:9189)信","(cid:14039)(cid:13597)","48031","(cid:13597)(cid:7953)(cid:8194)(cid:7976)","のざわおんせん","NOZAWAONSEN","下(cid:14807)井(cid:13446)(cid:13597)(cid:7953)(cid:8194)(cid:7976)村大字(cid:12751)(cid:13459)字南原"
"(cid:9189)信","(cid:14039)(cid:13597)","48061","信(cid:8432)(cid:9195)","しなのまち","SHINANOMACHI","上(cid:7880)内(cid:13446)信(cid:8432)(cid:9195)柏原字小丸山"
"(cid:9189)信","(cid:14039)(cid:13597)","48066","(cid:14564)山","いいやま","IIYAMA","(cid:14564)山市大字(cid:14564)山字大(cid:13352)東"
"(cid:9189)信","(cid:14039)(cid:13597)","48141","(cid:9425)(cid:14655)","はくば","HAKUBA","北安曇(cid:13446)(cid:9425)(cid:14655)村北城"
"(cid:9189)信","(cid:14039)(cid:13597)","48156","(cid:14039)(cid:13597)","ながの","NAGANO","(cid:14039)(cid:13597)市(cid:10237)(cid:8171)(cid:7880)　(cid:14039)(cid:13597)地方(cid:7868)(cid:12767)台"
"(cid:9189)信","(cid:14039)(cid:13597)","48191","大(cid:9195)","おおまち","OMACHI","大(cid:9195)市大(cid:9195)"
"(cid:9189)信","(cid:14039)(cid:13597)","48196","信州新(cid:9195)","しんしゅうしんまち","SHINSHUSHIMMACHI","(cid:14039)(cid:13597)市信州新(cid:9195)(cid:8766)(cid:9187)中"
"(cid:9189)信","(cid:14039)(cid:13597)","48216","(cid:11490)平","すがだいら","SUGADAIRA","上(cid:9187)市(cid:11490)平(cid:14807)原"
"(cid:9189)信","(cid:14039)(cid:13597)","48256","上(cid:9187)","うえだ","UEDA","上(cid:9187)市古(cid:13595)"
"(cid:9189)信","(cid:14039)(cid:13597)","48296","(cid:10001)(cid:14807)","ほたか","HOTAKA","安曇(cid:13597)市(cid:10001)(cid:14807)"
"(cid:9189)信","(cid:14039)(cid:13597)","48321","東御","とうみ","TOMI","東御市新張"
"(cid:9189)信","(cid:14039)(cid:13597)","48331","(cid:13133)井(cid:7953)","かるいざわ","KARUIZAWA","北佐久(cid:13446)(cid:13133)井(cid:7953)(cid:9195)大字(cid:13283)分　(cid:13133)井(cid:7953)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:9189)信","(cid:14039)(cid:13597)","48361","松本","まつもと","MATSUMOTO","松本市(cid:7953)村　松本(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:9189)信","(cid:14039)(cid:13597)","48381","(cid:10087)(cid:9929)","たてしな","TATESHINA","北佐久(cid:13446)(cid:10087)(cid:9929)(cid:9195)(cid:11313)(cid:9187)"
"(cid:9189)信","(cid:14039)(cid:13597)","48386","佐久","さく","SAKU","佐久市中(cid:13240)"
"(cid:9189)信","(cid:14039)(cid:13597)","48466","奈川","ながわ","NAGAWA","松本市奈川"
"(cid:9189)信","(cid:14039)(cid:13597)","48491","(cid:12598)(cid:12476)","すわ","SUWA","(cid:12598)(cid:12476)市(cid:8224)岸(cid:13307)り　(cid:12598)(cid:12476)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所"
"(cid:9189)信","(cid:14039)(cid:13597)","48531","(cid:14052)(cid:9187)(cid:14807)原","かいだこうげん","KAIDAKOGEN","木曽(cid:13446)木曽(cid:9195)(cid:14052)(cid:9187)(cid:14807)原(cid:12377)(cid:13597)"
"(cid:9189)信","(cid:14039)(cid:13597)","48536","木(cid:9853)(cid:11784)原","きそやぶはら","KISO-YABUHARA","木曽(cid:13446)木(cid:9853)村(cid:11784)原"
"(cid:9189)信","(cid:14039)(cid:13597)","48541","木曽平(cid:7953)","きそひらさわ",,"塩尻市大字木曽平(cid:7953)"
"(cid:9189)信","(cid:14039)(cid:13597)","48546","(cid:13230)(cid:13597)","たつの","TATSUNO","上伊(cid:13411)(cid:13446)(cid:13230)(cid:13597)(cid:9195)中央"
"(cid:9189)信","(cid:14039)(cid:13597)","48561","原村","はらむら","HARAMURA","(cid:12598)(cid:12476)(cid:13446)原村向坂上"
