"地方","振興局","地点番号","観測所名","よみがな","ローマ字表記","所在地"
"東海","愛知","51281","(cid:11622)(cid:13446)","がまごおり","GAMAGOORI","(cid:11622)(cid:13446)市神ノ(cid:13459)町上名取"
"東海","愛知","51311","南知多","みなみちた","MINAMICHITA","知多(cid:13446)南知多町大字(cid:12751)丘字(cid:8062)(cid:12386)台"
"東海","愛知","51331","(cid:12751)(cid:7595)","とよはし","TOYOHASHI","(cid:12751)(cid:7595)市神野新田町レノ割"
"東海","愛知","51346","伊良(cid:8224)","いらこ","IRAKO","田原市福(cid:7908)町字(cid:13600)五(cid:13435)坂　伊良(cid:8224)特別地域気象観測所"
"東海","岐阜","52041","(cid:7961)合","かわい","KAWAI","(cid:14549)(cid:14732)市(cid:7961)合町(cid:12421)川"
"東海","岐阜","52051","神岡","かみおか","KAMIOKA","(cid:14549)(cid:14732)市神岡町(cid:7818)"
"東海","岐阜","52081","(cid:9425)川","しらかわ","SHIRAKAWA","大野(cid:13446)(cid:9425)川村(cid:15104)谷字北長"
"東海","岐阜","52111","栃尾","とちお","TOCHIO","高山市奥(cid:14549)(cid:14732)(cid:8194)(cid:7976)(cid:13459)今(cid:12386)"
"東海","岐阜","52146","高山","たかやま","TAKAYAMA","高山市(cid:7250)(cid:9173)町　高山特別地域気象観測所"
"東海","岐阜","52181","六厩","むまや","MUMAYA","高山市(cid:11438)川町六厩"
"東海","岐阜","52196","宮之前","みやのまえ","MIYANOMAE","高山市朝日町宮之前"
"東海","岐阜","52221","長(cid:8298)","ながたき","NAGATAKI","(cid:13446)上市(cid:9425)鳥町長(cid:8298)字三昧"
"東海","岐阜","52286","(cid:11543)原","はぎわら","HAGIWARA","下呂市(cid:11543)原町(cid:10842)根"
"東海","岐阜","52331","八幡","はちまん","HACHIMAN","(cid:13446)上市八幡町旭田尻"
"東海","岐阜","52346","宮地","みやじ","MIYAJI","下呂市宮地"
"東海","岐阜","52381","(cid:7585)(cid:12386)","たるみ","TARUMI","本巣市根尾神所"
"東海","岐阜","52406","(cid:13600)山","かなやま","KANAYAMA","下呂市(cid:13600)山町大(cid:11242)渡"
"東海","岐阜","52461","(cid:10814)(cid:8432)","みの","MINO","(cid:10814)(cid:8432)市前野中川原"
"東海","岐阜","52482","(cid:15342)川","くろかわ","KUROKAWA","加(cid:11377)(cid:13446)(cid:9425)川町(cid:15342)川"
"東海","岐阜","52511","揖斐川","いびがわ","IBIGAWA","揖斐(cid:13446)揖斐川町三(cid:13167)"
"東海","岐阜","52536","(cid:10814)(cid:8432)加(cid:11377)","みのかも","MINOKAMO","(cid:10814)(cid:8432)加(cid:11377)市(cid:12377)町"
"東海","岐阜","52556","恵(cid:13411)","えな","ENA","恵(cid:13411)市長島町永田大(cid:8029)"
"東海","岐阜","52557","中(cid:8032)川","なかつがわ","NAKATSUGAWA","中(cid:8032)川市手賀野"
"東海","岐阜","52571","関ケ原","せきがはら","SEKIGAHARA","不(cid:9690)(cid:13446)関ケ原町関ケ原"
"東海","岐阜","52581","大垣","おおがき","OGAKI","大垣市(cid:9915)森町"
"東海","岐阜","52586","岐阜","ぎふ","GIFU","岐阜市加(cid:10465)二之丸　岐阜地方気象台"
"東海","岐阜","52606","多(cid:7966)(cid:12386)","たじみ","TAJIMI","多(cid:7966)(cid:12386)市光ケ丘"
"東海","三重","53041","(cid:7251)名","くわな","KUWANA","(cid:7251)名市大字(cid:7908)場字(cid:7751)(cid:13600)縄"
"東海","三重","53061","四日市","よっかいち","YOKKAICHI","四日市市日永　四日市特別地域気象観測所"
"東海","三重","53091","亀山","かめやま","KAMEYAMA","亀山市(cid:7418)世町"
"東海","三重","53112","上野","うえの","UENO","伊賀市(cid:10611)ケ丘本町　上野特別地域気象観測所"
"東海","三重","53133","(cid:8032)","つ","TSU","(cid:8032)市島崎町　(cid:8032)地方気象台"
"東海","三重","53196","小俣","おばた","OBATA","伊勢市小俣町明野"
"東海","三重","53231","(cid:10395)(cid:12386)","かゆみ","KAYUMI","松阪市(cid:14564)南町(cid:10395)(cid:12386)"
"東海","三重","53257","鳥(cid:10842)","とば","TOBA","鳥(cid:10842)市鳥(cid:10842)"
"東海","三重","53296","南伊勢","みなみいせ","MINAMIISE","度会(cid:13446)南伊勢町(cid:11242)(cid:12922)"
"東海","三重","53326","(cid:10454)伊長島","きいながしま","KII-NAGASHIMA","北(cid:8761)婁(cid:13446)(cid:10454)北町長島"
"東海","三重","53378","尾(cid:15254)","おわせ","OWASE","尾(cid:15254)市南(cid:14183)町　尾(cid:15254)特別地域気象観測所"
"東海","三重","53401","熊野新鹿","くまのあたしか","KUMANOATASHIKA","熊野市新鹿町"
"北陸","新潟","54012","(cid:10390)島","あわしま","AWASHIMA","岩(cid:11242)(cid:13446)(cid:10390)島(cid:8070)村字内(cid:8070)"
"北陸","新潟","54041","弾崎","はじきざき","HAGIKIZAKI","佐渡市(cid:15254)崎字弾崎"
"北陸","新潟","54086","村上","むらかみ","MURAKAMI","村上市三之町"
"北陸","新潟","54157","(cid:9510)川","あいかわ","AIKAWA","佐渡市(cid:9510)川三町(cid:9504)新(cid:8062)町　(cid:9510)川特別地域気象観測所"
"北陸","新潟","54166","両(cid:8032)","りょうつ","RYOTSU","佐渡市両(cid:8032)(cid:8214)"
"北陸","新潟","54181","中条","なかじょう","NAKAJO","(cid:11006)内市新和町"
"北陸","新潟","54191","下関","しもせき","SHIMOSEKI","岩(cid:11242)(cid:13446)関川村下関"
"北陸","新潟","54232","新潟","にいがた","NIIGATA","新潟市中央区(cid:10814)咲町　新潟地方気象台"
"北陸","新潟","54271","(cid:10842)(cid:11377)","はもち","HAMOCHI","佐渡市(cid:10842)(cid:11377)本(cid:13459)"
"北陸","新潟","54296","新(cid:8032)","にいつ","NIITSU","新潟市秋葉区小戸上(cid:10508)"
"北陸","新潟","54341","巻","まき","MAKI","新潟市(cid:12377)(cid:11622)区巻甲"
"北陸","新潟","54387","寺(cid:7977)","てらどまり","TERADOMARI","長岡市寺(cid:7977)二の関"
"北陸","新潟","54396","三条","さんじょう","SANJO","三条市(cid:12377)(cid:12268)(cid:14603)"
"北陸","新潟","54421","(cid:8032)川","つがわ","TSUGAWA","東(cid:11622)原(cid:13446)(cid:14143)賀町(cid:8032)川"
"北陸","新潟","54501","長岡","ながおか","NAGAOKA","長岡市(cid:10611)町"
"北陸","新潟","54541","柏崎","かしわざき","KASHIWAZAKI","柏崎市元城町"
"北陸","新潟","54566","守(cid:14043)","すもん","SUMON","(cid:14902)(cid:7967)市(cid:12377)名"
"北陸","新潟","54586","大潟","おおがた","OGATA","上(cid:12922)市大潟区土底(cid:8062)"
"北陸","新潟","54616","小出","こいで","KOIDE","(cid:14902)(cid:7967)市佐梨"
"北陸","新潟","54651","高田","たかだ","TAKADA","上(cid:12922)市大手町　高田特別地域気象観測所"
"北陸","新潟","54661","安塚","やすづか","YASUZUKA","上(cid:12922)市安塚区和田"
"北陸","新潟","54676","十日町","とおかまち","TOKAMACHI","十日町市小(cid:7976)字北原"
"北陸","新潟","54711","(cid:10450)(cid:14902)川","いといがわ","ITOIGAWA","(cid:10450)(cid:14902)川市東寺町"
"北陸","新潟","54721","(cid:11039)(cid:9173)","のう","NO","(cid:10450)(cid:14902)川市大字平"
"北陸","新潟","54816","関山","せきやま","SEKIYAMA","妙高市大字関山字原田"
"北陸","新潟","54836","(cid:8032)南","つなん","TSUNAN","中(cid:14902)(cid:7967)(cid:13446)(cid:8032)南町中(cid:8157)(cid:12386)乙"
"北陸","新潟","54841","(cid:8238)(cid:7953)","ゆざわ","YUZAWA","南(cid:14902)(cid:7967)(cid:13446)(cid:8238)(cid:7953)町(cid:8238)(cid:7953)字中島川原"
"北陸","富山","55022","朝日","あさひ","ASAHI","下新川(cid:13446)朝日町南保町"
"北陸","富山","55041","(cid:7883)(cid:12386)","ひみ","HIMI","(cid:7883)(cid:12386)市七分一"
"北陸","富山","55056","(cid:14902)(cid:8032)","うおづ","UOZU","(cid:14902)(cid:8032)市六(cid:13435)丸"
"北陸","富山","55091","伏木","ふしき","FUSHIKI","高岡市伏木古国府　伏木特別地域気象観測所"
"北陸","富山","55102","富山","とやま","TOYAMA","富山市石坂　富山地方気象台"
"北陸","富山","55141","(cid:9693)(cid:7996)","となみ","TONAMI","(cid:9693)(cid:7996)市五(cid:13435)丸"
"北陸","富山","55166","上市","かみいち","KAMIICHI","中新川(cid:13446)上市町東(cid:9984)"
"北陸","富山","55191","南(cid:9693)高宮","なんとたかみや","NANTOTAKAMIYA","南(cid:9693)市高宮"
"北陸","富山","55206","八尾","やつお","YATSUO","富山市八尾町(cid:7572)尾"
"北陸","石川","56036","(cid:8980)(cid:8042)","すず","SUZU","(cid:8980)(cid:8042)市(cid:7751)(cid:14164)町(cid:7751)(cid:14164)"
"北陸","石川","56052","(cid:13167)島","わじま","WAJIMA","(cid:13167)島市(cid:15109)(cid:11187)町(cid:9226)田　(cid:13167)島特別地域気象観測所"
"北陸","石川","56116","志賀","しか","SHIKA","(cid:10842)咋(cid:13446)志賀町富来(cid:14463)家町甲"
"北陸","石川","56146","七尾","ななお","NANAO","七尾市万(cid:12188)町43の(cid:13450)"
"北陸","石川","56176","(cid:10842)咋","はくい","HAKUI","(cid:10842)咋市旭町"
"北陸","石川","56186","かほく","かほく","KAHOKU","かほく市内日(cid:12421)井"
"北陸","石川","56227","(cid:13600)(cid:7953)","かなざわ","KANAZAWA","(cid:13600)(cid:7953)市(cid:12377)念　(cid:13600)(cid:7953)地方気象台"
"北陸","石川","56276","小松","こまつ","KOMATSU","小松市今(cid:7908)町"
"北陸","石川","56286","(cid:9425)山(cid:7961)内","はくさんかわち","HAKUSAN-KAWACHI","(cid:9425)山市(cid:7961)内町福岡"
"北陸","石川","56301","加賀(cid:11490)谷","かがすがたに","KAGA-SUGATANI","加賀市山中(cid:8194)(cid:7976)(cid:11490)谷町"
"北陸","福井","57001","三国","みくに","MIKUNI","坂井市三国町平山"
"北陸","福井","57051","(cid:12922)廼","こしの","KOSHINO","福井市居倉町"
"北陸","福井","57066","福井","ふくい","FUKUI","福井市(cid:12751)島　福井地方気象台"
"北陸","福井","57082","勝山","かつやま","KATSUYAMA","勝山市平(cid:7976)寺町平(cid:7976)寺86字岡道北"
"北陸","福井","57121","大野","おおの","ONO","大野市93字(cid:11948)塚"
"北陸","福井","57206","今庄","いまじょう","IMAJO","南条(cid:13446)南(cid:12922)前町今庄"
"北陸","福井","57248","敦賀","つるが","TSURUGA","敦賀市松(cid:7204)町　敦賀特別地域気象観測所"
"北陸","福井","57286","(cid:10814)(cid:8062)","みはま","MIHAMA","三方(cid:13446)(cid:10814)(cid:8062)町久々子"
"北陸","福井","57317","小(cid:8062)","おばま","OBAMA","小(cid:8062)市(cid:13362)敷"
"近畿","滋賀","60051","今(cid:8032)","いまづ","IMAZU","高島市今(cid:8032)町弘川"
"近畿","滋賀","60061","長(cid:8062)","ながはま","NAGAHAMA","長(cid:8062)市唐国町"
"近畿","滋賀","60102","(cid:10367)原","まいばら","MAIBARA","(cid:10367)原市朝日字尻屋"
"近畿","滋賀","60116","南小松","みなみこまつ","MINAMIKOMATSU","大(cid:8032)市南小松"
"近畿","滋賀","60131","彦根","ひこね","HIKONE","彦根市城町　彦根地方気象台"
"近畿","滋賀","60196","東近(cid:7908)","ひがしおうみ","HIGASHIOMI","東近(cid:7908)市(cid:7260)川東町"
"近畿","滋賀","60216","大(cid:8032)","おおつ","OTSU","大(cid:8032)市(cid:11547)野(cid:8070)"
"近畿","滋賀","60226","信(cid:7462)","しがらき","SHIGARAKI","甲賀市信(cid:7462)町(cid:8766)"
"近畿","滋賀","60236","土山","つちやま","TSUCHIYAMA","甲賀市土山町北土山"
"近畿","京都","61001","(cid:14059)人","たいざ","TAIZA","京丹後市丹後町(cid:14059)人小字新ヶ原"
"近畿","京都","61076","宮(cid:8032)","みやづ","MIYAZU","宮(cid:8032)市字上司"
"近畿","京都","61111","(cid:11225)(cid:15215)","まいづる","MAIZURU","(cid:11225)(cid:15215)市字下福井　(cid:11225)(cid:15215)特別地域気象観測所"
"近畿","京都","61187","福知山","ふくちやま","FUKUCHIYAMA","福知山市字(cid:11432)(cid:7961)"
"近畿","京都","61206","(cid:10814)山","みやま","MIYAMA","南丹市(cid:10814)山町静原(cid:7264)野"
"近畿","京都","61242","園(cid:13450)","そのべ","SONOBE","南丹市園(cid:13450)町(cid:15342)田"
"近畿","京都","61286","京都","きょうと","KYOTO","京都市中京区(cid:12377)ノ京(cid:10143)(cid:7818)町　京都地方気象台"
"近畿","京都","61326","京田(cid:13238)","きょうたなべ","KYOTANABE","京田(cid:13238)市(cid:11780)(cid:12377)(cid:8062)"
"近畿","大阪","62016","(cid:11039)勢","のせ","NOSE","(cid:12751)(cid:11039)(cid:13446)(cid:11039)勢町地(cid:15332)"
"近畿","大阪","62046","枚方","ひらかた","HIRAKATA","枚方市星丘"
"近畿","大阪","62078","大阪","おおさか","OSAKA","大阪市中央区大手前　大阪(cid:10230)区気象台"
"近畿","大阪","62081","(cid:9173)(cid:14678)山","いこまやま","IKOMAYAMA","東大阪市山手町"
"近畿","大阪","62091","堺","さかい","SAKAI","堺市堺区(cid:9426)(cid:11209)鳥夕(cid:14268)町"
"近畿","大阪","62131","熊取","くまとり","KUMATORI","(cid:7976)南(cid:13446)熊取町朝代(cid:12377)"
"近畿","兵庫","63016","香住","かすみ","KASUMI","(cid:10814)方(cid:13446)香(cid:10814)町香住区森"
"近畿","兵庫","63051","(cid:12751)岡","とよおか","TOYO-OKA","(cid:12751)岡市(cid:7260)町　(cid:12751)岡特別地域気象観測所"
"近畿","兵庫","63071","兎和野高原","うわのこうげん","UWANOKOGEN","(cid:10814)方(cid:13446)香(cid:10814)町村岡区宿字(cid:11505)(cid:11177)野"
"近畿","兵庫","63121","和田山","わだやま","WADAYAMA","朝来市和田山町枚田"
"近畿","兵庫","63201","(cid:9173)野","いくの","IKUNO","朝来市(cid:9173)野町口(cid:13727)谷"
"近畿","兵庫","63216","柏原","かいばら","KAIBARA","丹(cid:7996)市柏原町柏原"
"近畿","兵庫","63251","一宮","いちのみや","ICHINOMIYA","宍(cid:10390)市一宮町東市場"
"近畿","兵庫","63321","福崎","ふくさき","FUKUSAKI","神崎(cid:13446)福崎町福崎新"
"近畿","兵庫","63331","(cid:12377)(cid:11045)","にしわき","NISHIWAKI","(cid:12377)(cid:11045)市上(cid:7834)延町"
"近畿","兵庫","63366","上(cid:13446)","かみごおり","KAMIGORI","(cid:12901)(cid:10001)(cid:13446)上(cid:13446)町与井"
"近畿","兵庫","63383","姫路","ひめじ","HIMEJI","姫路市神子岡前　姫路特別地域気象観測所"
"近畿","兵庫","63411","三田","さんだ","SANDA","三田市下(cid:8157)田"
"近畿","兵庫","63461","三木","みき","MIKI","三木市志染町広野"
"近畿","兵庫","63491","家島","いえしま","IESHIMA","姫路市家島町(cid:9535)(cid:8070)字御室寺"
"近畿","兵庫","63496","明石","あかし","AKASHI","明石市二(cid:12386)町南二(cid:12386)"
"近畿","兵庫","63518","神戸","こうべ","KOBE","神戸市中央区(cid:11045)(cid:8062)海岸(cid:13307)　神戸地方気象台"
"近畿","兵庫","63551","(cid:13446)家","ぐんげ","GUNGE","(cid:8144)路市多賀"
"近畿","兵庫","63571","(cid:8042)本","すもと","SUMOTO","(cid:8042)本市木戸　(cid:8042)本特別地域気象観測所"
"近畿","兵庫","63588","南(cid:8144)","なんだん","NANDAN","南あわじ市(cid:14143)万塩屋町"
"近畿","奈良","64036","奈良","なら","NARA","奈良市東(cid:10454)寺町　奈良地方気象台"
"近畿","奈良","64041","(cid:13610)","はり","HARI","奈良市都(cid:9838)友田町"
"近畿","奈良","64101","大宇(cid:14144)","おおうだ","OUDA","宇(cid:14144)市大宇(cid:14144)下(cid:10121)"
"近畿","奈良","64127","五(cid:7300)","ごじょう","GOJO","五(cid:7300)市三在町"
"近畿","奈良","64206","上北山","かみきたやま","KAMIKITAYAMA","吉野(cid:13446)上北山村小(cid:7606)"
"近畿","奈良","64227","(cid:14524)屋","かぜや","KAZEYA","吉野(cid:13446)十(cid:8032)川村(cid:14524)屋"
"近畿","和歌山","65026","かつらぎ","かつらぎ","KATSURAGI","伊都(cid:13446)かつらぎ町妙寺"
"近畿","和歌山","65036","友ケ島","ともがしま","TOMOGASHIMA","和歌山市加太(cid:11362)ケ沖島"
"近畿","和歌山","65042","和歌山","わかやま","WAKAYAMA","和歌山市(cid:9192)野(cid:11306)丁　和歌山地方気象台"
"近畿","和歌山","65061","高野山","こうやさん","KOYASAN","伊都(cid:13446)高野町高野山"
"近畿","和歌山","65121","(cid:8171)(cid:7880)","しみず","SHIMIZU","有田(cid:13446)有田川町(cid:8171)(cid:7880)"
"近畿","和歌山","65162","(cid:15455)神","りゅうじん","RYUJIN","田(cid:13238)市(cid:15455)神村(cid:8238)ノ又"
"近畿","和歌山","65201","川(cid:13238)","かわべ","KAWABE","日高(cid:13446)日高川町和佐"
"近畿","和歌山","65256","(cid:7209)(cid:7208)川","くりすがわ","KURISUGAWA","田(cid:13238)市中(cid:13238)路町(cid:7209)(cid:7208)川"
"近畿","和歌山","65276","新宮","しんぐう","SHINGU","新宮市佐野"
"近畿","和歌山","65306","(cid:12377)川","にしかわ","NISHIKAWA","東(cid:8761)婁(cid:13446)古座川町(cid:12377)川"
"近畿","和歌山","65356","(cid:8379)岬","しおのみさき","SHIONOMISAKI","東(cid:8761)婁(cid:13446)串本町(cid:8379)岬　(cid:8379)岬特別地域気象観測所"
